Booking_ID,Customer_ID,Professional_ID,City,Service_Category,Booking_Date,Time_Slot,Service_Price,Distance_km,Response_Time_Min,Service_Duration_Min,Booking_Status,Cancellation_Reason,Customer_Rating,Professional_Rating,Customer_Type,Payment_Method,Booking_Month,Booking_Day,Is_Weekend,Completed_Flag,Cancelled_Flag
B05367,C1343,P339,Nagpur,Appliance Repair,2026-02-08 15:16:54.808592,4-6 PM,1002,4.28,16.9,157,Cancelled,Long Response Time,,4.3,New,Cash,2,Sunday,True,0,1
B05368,C5704,P313,Hyderabad,AC Repair,2026-02-08 15:27:16.913476,12-2 PM,1118,4.01,6.1,151,Completed,None,5.0,4.4,New,UPI,2,Sunday,True,1,0
B05369,C5823,P715,Bengaluru,Cleaning,2026-02-08 15:37:39.018360,2-4 PM,935,0.86,4.5,106,Completed,None,3.5,4.6,Returning,Credit Card,2,Sunday,True,1,0
B05370,C5920,P460,Bengaluru,Cleaning,2026-02-08 15:48:01.123244,6-8 PM,576,2.14,9.2,104,Completed,None,4.6,4.3,New,Cash,2,Sunday,True,1,0
B05371,C4201,P463,Bengaluru,Salon,2026-02-08 15:58:23.228129,8-10 PM,731,0.83,10.2,89,Completed,None,4.8,4.4,Returning,Debit Card,2,Sunday,True,1,0
B05372,C6471,P833,Mumbai,Plumbing,2026-02-08 16:08:45.333013,8-10 PM,852,3.33,9.9,106,Completed,None,4.7,4.7,Returning,UPI,2,Sunday,True,1,0
B05373,C1888,P951,Delhi,Salon,2026-02-08 16:19:07.437897,8-10 PM,1094,0.87,10.4,82,Completed,None,4.5,3.7,New,UPI,2,Sunday,True,1,0
B05374,C8127,P959,Hyderabad,Cleaning,2026-02-08 16:29:29.542781,8-10 PM,618,5.11,8.6,99,Completed,None,4.7,4.0,Returning,UPI,2,Sunday,True,1,0
B05375,C4720,P800,Nagpur,Appliance Repair,2026-02-08 16:39:51.647665,12-2 PM,1116,5.19,11.5,136,Completed,None,4.4,4.2,Returning,UPI,2,Sunday,True,1,0
B05376,C3883,P426,Nagpur,Appliance Repair,2026-02-08 16:50:13.752550,8-10 PM,1165,0.9,13.5,79,Completed,None,4.4,4.9,Returning,Credit Card,2,Sunday,True,1,0
B05377,C5212,P935,Bengaluru,Cleaning,2026-02-08 17:00:35.857434,10-12 PM,537,1.6,8.3,84,Completed,None,4.6,4.3,New,Credit Card,2,Sunday,True,1,0
B05378,C7961,P575,Pune,Cleaning,2026-02-08 17:10:57.962318,6-8 PM,714,9.95,18.3,148,Completed,None,4.4,4.1,New,UPI,2,Sunday,True,1,0
B05379,C3415,P922,Hyderabad,AC Repair,2026-02-08 17:21:20.067202,4-6 PM,998,6.8,11.8,80,Completed,None,4.7,4.2,Returning,Cash,2,Sunday,True,1,0
B05380,C4001,P710,Bengaluru,Salon,2026-02-08 17:31:42.172086,6-8 PM,867,0.79,8.0,115,Completed,None,4.8,4.8,Returning,UPI,2,Sunday,True,1,0
B05381,C2738,P196,Mumbai,Electrician,2026-02-08 17:42:04.276971,8-10 PM,614,1.32,15.2,91,Cancelled,Long Response Time,,4.2,New,Credit Card,2,Sunday,True,0,1
B05382,C2364,P426,Mumbai,Plumbing,2026-02-08 17:52:26.381855,6-8 PM,688,3.23,10.2,125,Completed,None,5.0,4.2,Returning,Credit Card,2,Sunday,True,1,0
B05383,C3708,P172,Bengaluru,Cleaning,2026-02-08 18:02:48.486739,6-8 PM,678,7.52,14.5,65,Cancelled,Slot Not Available,,4.6,New,UPI,2,Sunday,True,0,1
B05384,C1924,P355,Nagpur,AC Repair,2026-02-08 18:13:10.591623,10-12 PM,1150,7.15,11.9,128,Completed,None,4.5,4.1,New,UPI,2,Sunday,True,1,0
B05385,C1151,P842,Hyderabad,Salon,2026-02-08 18:23:32.696507,6-8 PM,831,8.65,11.9,49,Completed,None,4.2,4.7,New,UPI,2,Sunday,True,1,0
B05386,C9777,P269,Nagpur,Appliance Repair,2026-02-08 18:33:54.801392,10-12 PM,828,5.95,7.8,163,Completed,None,4.5,4.2,Returning,UPI,2,Sunday,True,1,0
B05387,C9044,P432,Hyderabad,AC Repair,2026-02-08 18:44:16.906276,4-6 PM,1347,4.65,16.4,138,Completed,None,3.9,4.6,Returning,UPI,2,Sunday,True,1,0
B05388,C1912,P256,Pune,Appliance Repair,2026-02-08 18:54:39.011160,2-4 PM,1226,1.65,11.0,126,Completed,None,4.4,4.0,Returning,UPI,2,Sunday,True,1,0
B05389,C3321,P518,Delhi,Cleaning,2026-02-08 19:05:01.116044,4-6 PM,853,4.52,13.7,71,Completed,None,4.1,4.5,Returning,UPI,2,Sunday,True,1,0
B05390,C1495,P557,Nagpur,Cleaning,2026-02-08 19:15:23.220928,6-8 PM,828,1.76,10.8,131,Completed,None,4.2,4.1,New,Credit Card,2,Sunday,True,1,0
B05391,C3148,P833,Mumbai,Salon,2026-02-08 19:25:45.325813,2-4 PM,954,8.46,15.2,88,Cancelled,Long Response Time,,3.9,Returning,UPI,2,Sunday,True,0,1
B05392,C1556,P975,Bengaluru,Appliance Repair,2026-02-08 19:36:07.430697,2-4 PM,1054,3.08,10.0,136,Completed,None,4.1,4.7,New,UPI,2,Sunday,True,1,0
B05393,C2552,P957,Nagpur,AC Repair,2026-02-08 19:46:29.535581,4-6 PM,1362,2.87,13.4,79,Completed,None,4.5,4.6,Returning,UPI,2,Sunday,True,1,0
B05394,C3120,P198,Mumbai,Electrician,2026-02-08 19:56:51.640465,6-8 PM,466,5.06,10.8,116,Completed,None,4.0,3.9,New,Credit Card,2,Sunday,True,1,0
B05395,C4085,P831,Pune,Salon,2026-02-08 20:07:13.745349,2-4 PM,996,1.28,7.1,46,Rescheduled,None,,4.2,Returning,Debit Card,2,Sunday,True,0,0
B05396,C4504,P343,Mumbai,Cleaning,2026-02-08 20:17:35.850234,8-10 AM,709,1.71,3.6,143,Completed,None,5.0,4.5,Returning,Cash,2,Sunday,True,1,0
B05397,C1156,P870,Mumbai,Salon,2026-02-08 20:27:57.955118,12-2 PM,832,12.86,11.8,76,Cancelled,Distance Too Far,,4.0,Returning,Cash,2,Sunday,True,0,1
B05398,C9926,P576,Delhi,Plumbing,2026-02-08 20:38:20.060002,8-10 PM,578,3.86,12.6,100,Completed,None,4.2,4.1,Returning,Debit Card,2,Sunday,True,1,0
B05399,C8505,P540,Nagpur,Appliance Repair,2026-02-08 20:48:42.164886,8-10 PM,1014,8.3,9.9,76,Completed,None,4.9,4.8,Returning,UPI,2,Sunday,True,1,0
B05400,C8162,P293,Nagpur,AC Repair,2026-02-08 20:59:04.269770,4-6 PM,1206,4.4,16.5,149,Completed,None,4.4,4.6,Returning,UPI,2,Sunday,True,1,0
B05401,C6523,P474,Mumbai,Cleaning,2026-02-08 21:09:26.374654,10-12 PM,773,7.86,9.8,96,Completed,None,4.5,4.5,Returning,UPI,2,Sunday,True,1,0
B05402,C8543,P761,Hyderabad,Plumbing,2026-02-08 21:19:48.479539,8-10 AM,621,2.37,8.2,132,Cancelled,Slot Not Available,,4.0,New,Credit Card,2,Sunday,True,0,1
B05403,C9055,P466,Delhi,Cleaning,2026-02-08 21:30:10.584423,8-10 PM,700,3.41,15.9,141,Cancelled,Long Response Time,,4.5,New,UPI,2,Sunday,True,0,1
B05404,C5654,P254,Bengaluru,Plumbing,2026-02-08 21:40:32.689307,6-8 PM,739,12.92,14.0,75,Completed,None,4.4,4.4,New,UPI,2,Sunday,True,1,0
B05405,C7250,P598,Hyderabad,Cleaning,2026-02-08 21:50:54.794191,2-4 PM,627,2.85,7.3,146,Completed,None,5.0,4.5,Returning,Credit Card,2,Sunday,True,1,0
B05406,C8246,P633,Delhi,Electrician,2026-02-08 22:01:16.899075,4-6 PM,660,6.2,16.0,105,Completed,None,5.0,4.3,Returning,UPI,2,Sunday,True,1,0
B05407,C1154,P557,Pune,Electrician,2026-02-08 22:11:39.003960,8-10 PM,722,0.52,11.2,52,Cancelled,Slot Not Available,,4.1,New,Credit Card,2,Sunday,True,0,1
B05408,C8950,P727,Pune,AC Repair,2026-02-08 22:22:01.108844,10-12 PM,1293,1.88,5.0,117,Completed,None,4.3,4.1,New,UPI,2,Sunday,True,1,0
B05409,C1996,P212,Pune,Cleaning,2026-02-08 22:32:23.213728,4-6 PM,757,6.82,17.7,101,Cancelled,Long Response Time,,4.6,New,UPI,2,Sunday,True,0,1
B05410,C5626,P822,Pune,Salon,2026-02-08 22:42:45.318612,8-10 PM,703,7.68,10.7,48,Completed,None,4.7,4.8,Returning,UPI,2,Sunday,True,1,0
B05411,C3905,P123,Bengaluru,Cleaning,2026-02-08 22:53:07.423496,6-8 PM,670,4.95,11.8,122,Cancelled,Slot Not Available,,4.4,New,Credit Card,2,Sunday,True,0,1
B05412,C1153,P382,Bengaluru,AC Repair,2026-02-08 23:03:29.528381,12-2 PM,1221,0.79,4.5,103,Completed,None,5.0,4.4,Returning,UPI,2,Sunday,True,1,0
B05413,C8853,P391,Bengaluru,Cleaning,2026-02-08 23:13:51.633265,8-10 PM,764,12.65,15.5,116,Completed,None,4.8,4.0,Returning,UPI,2,Sunday,True,1,0
B05414,C7481,P462,Pune,Appliance Repair,2026-02-08 23:24:13.738149,10-12 PM,809,3.3,7.9,114,Completed,None,5.0,4.4,Returning,UPI,2,Sunday,True,1,0
B05415,C6599,P500,Delhi,Appliance Repair,2026-02-08 23:34:35.843033,10-12 PM,985,2.33,13.1,116,Completed,None,4.2,4.1,Returning,Credit Card,2,Sunday,True,1,0
B05416,C2716,P667,Mumbai,Cleaning,2026-02-08 23:44:57.947917,8-10 AM,802,2.8,6.8,88,Completed,None,4.4,3.9,Returning,UPI,2,Sunday,True,1,0
B05417,C1786,P365,Mumbai,Plumbing,2026-02-08 23:55:20.052802,10-12 PM,838,1.48,9.8,54,Cancelled,Distance Too Far,,4.2,New,UPI,2,Sunday,True,0,1
B05418,C5368,P153,Hyderabad,Plumbing,2026-02-09 00:05:42.157686,6-8 PM,553,3.0,12.9,52,Completed,None,4.6,4.5,Returning,Credit Card,2,Monday,False,1,0
B05419,C9096,P948,Pune,Salon,2026-02-09 00:16:04.262570,12-2 PM,782,2.57,9.4,117,Completed,None,4.8,4.2,Returning,Credit Card,2,Monday,False,1,0
B05420,C5272,P719,Mumbai,Cleaning,2026-02-09 00:26:26.367454,6-8 PM,674,1.34,13.4,130,Completed,None,4.0,4.1,Returning,Debit Card,2,Monday,False,1,0
B05421,C4767,P813,Bengaluru,Cleaning,2026-02-09 00:36:48.472338,6-8 PM,1085,2.03,12.1,72,Completed,None,4.5,3.6,New,UPI,2,Monday,False,1,0
B05422,C9834,P813,Hyderabad,Electrician,2026-02-09 00:47:10.577223,10-12 PM,758,0.5,3.2,92,Completed,None,5.0,4.3,Returning,Cash,2,Monday,False,1,0
B05423,C6994,P521,Nagpur,Salon,2026-02-09 00:57:32.682107,4-6 PM,1061,2.26,13.1,83,Cancelled,Slot Not Available,,4.7,Returning,UPI,2,Monday,False,0,1
B05424,C8216,P948,Delhi,Plumbing,2026-02-09 01:07:54.786991,6-8 PM,574,3.92,11.2,103,Completed,None,3.9,4.4,Returning,Credit Card,2,Monday,False,1,0
B05425,C9857,P994,Hyderabad,Appliance Repair,2026-02-09 01:18:16.891875,6-8 PM,1035,1.96,14.4,150,Completed,None,4.8,4.0,Returning,Debit Card,2,Monday,False,1,0
B05426,C4426,P573,Mumbai,Plumbing,2026-02-09 01:28:38.996759,10-12 PM,711,6.35,8.5,50,Completed,None,4.5,4.4,Returning,Debit Card,2,Monday,False,1,0
B05427,C4783,P829,Pune,Appliance Repair,2026-02-09 01:39:01.101644,12-2 PM,1055,0.9,7.8,123,Completed,None,4.3,3.9,Returning,Credit Card,2,Monday,False,1,0
B05428,C6427,P342,Bengaluru,Plumbing,2026-02-09 01:49:23.206528,4-6 PM,488,3.87,17.3,84,Cancelled,Long Response Time,,4.8,Returning,Cash,2,Monday,False,0,1
B05429,C8011,P453,Pune,Salon,2026-02-09 01:59:45.311412,4-6 PM,688,2.43,12.2,120,Completed,None,4.5,4.9,Returning,UPI,2,Monday,False,1,0
B05430,C9052,P487,Mumbai,Appliance Repair,2026-02-09 02:10:07.416296,6-8 PM,1127,9.61,14.1,102,Completed,None,4.1,4.2,New,Credit Card,2,Monday,False,1,0
B05431,C4701,P277,Hyderabad,Salon,2026-02-09 02:20:29.521180,8-10 AM,751,3.1,7.7,111,Completed,None,4.4,4.2,New,UPI,2,Monday,False,1,0
B05432,C3349,P574,Bengaluru,Appliance Repair,2026-02-09 02:30:51.626065,2-4 PM,980,3.46,9.2,67,Completed,None,4.9,4.2,Returning,UPI,2,Monday,False,1,0
B05433,C8011,P672,Nagpur,AC Repair,2026-02-09 02:41:13.730949,6-8 PM,1088,11.15,14.1,179,Completed,None,4.5,4.5,Returning,UPI,2,Monday,False,1,0
B05434,C8055,P504,Mumbai,Appliance Repair,2026-02-09 02:51:35.835833,8-10 PM,890,0.79,7.8,83,Completed,None,5.0,4.1,Returning,Credit Card,2,Monday,False,1,0
B05435,C2212,P135,Bengaluru,Cleaning,2026-02-09 03:01:57.940717,10-12 PM,638,7.42,5.4,117,Completed,None,4.6,4.8,Returning,Debit Card,2,Monday,False,1,0
B05436,C7965,P457,Mumbai,Cleaning,2026-02-09 03:12:20.045601,4-6 PM,614,1.43,6.5,61,Completed,None,4.5,4.8,Returning,UPI,2,Monday,False,1,0
B05437,C7704,P657,Bengaluru,Cleaning,2026-02-09 03:22:42.150486,8-10 AM,837,1.19,8.9,65,Rescheduled,None,,4.2,Returning,Credit Card,2,Monday,False,0,0
B05438,C8433,P706,Delhi,Cleaning,2026-02-09 03:33:04.255370,12-2 PM,770,9.45,11.5,132,Cancelled,Distance Too Far,,4.5,New,UPI,2,Monday,False,0,1
B05439,C3511,P426,Mumbai,Electrician,2026-02-09 03:43:26.360254,2-4 PM,600,1.0,3.7,76,Completed,None,4.6,4.5,Returning,Credit Card,2,Monday,False,1,0
B05440,C1143,P143,Hyderabad,Salon,2026-02-09 03:53:48.465138,12-2 PM,859,4.72,13.0,118,Completed,None,4.0,4.5,Returning,UPI,2,Monday,False,1,0
B05441,C8367,P419,Hyderabad,Plumbing,2026-02-09 04:04:10.570022,4-6 PM,665,4.13,16.6,136,Cancelled,Long Response Time,,4.5,New,UPI,2,Monday,False,0,1
B05442,C4228,P837,Nagpur,Plumbing,2026-02-09 04:14:32.674906,8-10 AM,704,6.06,10.5,131,Completed,None,4.5,4.8,Returning,Cash,2,Monday,False,1,0
B05443,C5582,P757,Pune,Plumbing,2026-02-09 04:24:54.779791,8-10 PM,468,1.4,7.6,48,Completed,None,4.6,4.6,New,Debit Card,2,Monday,False,1,0
B05444,C7031,P571,Pune,Electrician,2026-02-09 04:35:16.884675,12-2 PM,617,0.86,2.6,89,Completed,None,4.8,4.4,Returning,Credit Card,2,Monday,False,1,0
B05445,C5243,P368,Pune,Cleaning,2026-02-09 04:45:38.989559,10-12 PM,729,6.88,12.2,73,Completed,None,4.5,4.5,Returning,UPI,2,Monday,False,1,0
B05446,C3713,P624,Mumbai,Cleaning,2026-02-09 04:56:01.094443,2-4 PM,666,9.02,13.4,114,Completed,None,4.2,5.0,Returning,Credit Card,2,Monday,False,1,0
B05447,C5185,P124,Mumbai,Cleaning,2026-02-09 05:06:23.199327,4-6 PM,532,4.24,10.9,141,Completed,None,4.3,4.5,New,UPI,2,Monday,False,1,0
B05448,C8328,P872,Nagpur,Cleaning,2026-02-09 05:16:45.304212,8-10 AM,585,5.81,11.7,95,Completed,None,4.1,4.7,New,Credit Card,2,Monday,False,1,0
B05449,C5633,P739,Nagpur,Salon,2026-02-09 05:27:07.409096,6-8 PM,988,8.02,15.3,102,Cancelled,Long Response Time,,4.5,New,Debit Card,2,Monday,False,0,1
B05450,C4192,P650,Nagpur,Appliance Repair,2026-02-09 05:37:29.513980,6-8 PM,1008,3.15,14.3,157,Completed,None,3.7,4.7,New,Credit Card,2,Monday,False,1,0
B05451,C1300,P256,Nagpur,Salon,2026-02-09 05:47:51.618864,4-6 PM,925,4.89,15.5,86,Completed,None,3.9,4.7,Returning,Debit Card,2,Monday,False,1,0
B05452,C1723,P975,Mumbai,AC Repair,2026-02-09 05:58:13.723748,10-12 PM,1119,3.55,6.9,154,Completed,None,4.6,4.2,New,UPI,2,Monday,False,1,0
B05453,C6694,P284,Mumbai,Electrician,2026-02-09 06:08:35.828633,8-10 PM,730,0.57,8.8,48,Completed,None,4.4,4.4,Returning,UPI,2,Monday,False,1,0
B05454,C4010,P273,Hyderabad,Appliance Repair,2026-02-09 06:18:57.933517,6-8 PM,961,5.49,9.7,176,Completed,None,4.0,4.7,New,UPI,2,Monday,False,1,0
B05455,C6555,P493,Nagpur,Appliance Repair,2026-02-09 06:29:20.038401,12-2 PM,871,10.43,13.9,131,Completed,None,4.3,4.3,Returning,Debit Card,2,Monday,False,1,0
B05456,C1067,P285,Hyderabad,Electrician,2026-02-09 06:39:42.143285,6-8 PM,634,13.31,18.6,69,Completed,None,3.9,4.4,Returning,UPI,2,Monday,False,1,0
B05457,C3506,P380,Nagpur,AC Repair,2026-02-09 06:50:04.248169,10-12 PM,1043,5.74,14.5,134,Cancelled,Price Too High,,4.8,Returning,Credit Card,2,Monday,False,0,1
B05458,C2537,P685,Bengaluru,Salon,2026-02-09 07:00:26.353054,10-12 PM,923,2.99,7.1,117,Completed,None,4.7,5.0,Returning,UPI,2,Monday,False,1,0
B05459,C1397,P394,Pune,Plumbing,2026-02-09 07:10:48.457938,2-4 PM,732,6.16,10.5,126,Completed,None,5.0,4.6,New,Credit Card,2,Monday,False,1,0
B05460,C6680,P627,Delhi,Cleaning,2026-02-09 07:21:10.562822,6-8 PM,483,4.15,13.5,145,Completed,None,4.4,4.2,Returning,Cash,2,Monday,False,1,0
B05461,C5825,P287,Nagpur,Cleaning,2026-02-09 07:31:32.667706,8-10 PM,818,5.75,11.7,111,Completed,None,4.3,4.7,New,UPI,2,Monday,False,1,0
B05462,C9747,P511,Hyderabad,Appliance Repair,2026-02-09 07:41:54.772590,8-10 PM,761,4.45,15.8,106,Completed,None,4.6,4.5,Returning,UPI,2,Monday,False,1,0
B05463,C7048,P783,Nagpur,AC Repair,2026-02-09 07:52:16.877475,6-8 PM,1297,1.3,12.7,62,Rescheduled,None,,4.9,New,Credit Card,2,Monday,False,0,0
B05464,C4661,P285,Pune,AC Repair,2026-02-09 08:02:38.982359,6-8 PM,1220,7.89,18.1,79,Completed,None,4.3,4.4,New,Debit Card,2,Monday,False,1,0
B05465,C3941,P643,Mumbai,Plumbing,2026-02-09 08:13:01.087243,4-6 PM,736,6.15,14.1,124,Cancelled,Slot Not Available,,4.2,Returning,UPI,2,Monday,False,0,1
B05466,C8067,P674,Delhi,AC Repair,2026-02-09 08:23:23.192127,8-10 AM,1073,5.64,11.9,100,Completed,None,4.3,4.2,New,UPI,2,Monday,False,1,0
B05467,C6091,P960,Hyderabad,AC Repair,2026-02-09 08:33:45.297011,10-12 PM,990,2.68,5.3,67,Completed,None,4.8,4.1,Returning,UPI,2,Monday,False,1,0
B05468,C2601,P400,Mumbai,Appliance Repair,2026-02-09 08:44:07.401896,8-10 PM,1077,8.19,9.9,74,Completed,None,4.4,4.2,New,UPI,2,Monday,False,1,0
B05469,C2480,P408,Delhi,Electrician,2026-02-09 08:54:29.506780,2-4 PM,417,6.79,11.2,50,Completed,None,5.0,3.7,Returning,UPI,2,Monday,False,1,0
B05470,C7230,P288,Delhi,Cleaning,2026-02-09 09:04:51.611664,6-8 PM,737,4.51,13.6,141,Completed,None,4.7,3.8,Returning,UPI,2,Monday,False,1,0
B05471,C4276,P917,Bengaluru,Salon,2026-02-09 09:15:13.716548,10-12 PM,1053,4.86,9.9,60,Completed,None,3.8,4.5,Returning,UPI,2,Monday,False,1,0
B05472,C7447,P510,Bengaluru,Plumbing,2026-02-09 09:25:35.821432,4-6 PM,634,4.29,9.7,84,Completed,None,4.9,4.1,Returning,UPI,2,Monday,False,1,0
B05473,C6499,P637,Nagpur,Plumbing,2026-02-09 09:35:57.926317,10-12 PM,644,2.99,7.8,75,Completed,None,4.7,4.3,Returning,Credit Card,2,Monday,False,1,0
B05474,C7273,P486,Mumbai,Electrician,2026-02-09 09:46:20.031201,6-8 PM,528,7.21,11.7,98,Completed,None,4.7,3.6,Returning,UPI,2,Monday,False,1,0
B05475,C2299,P957,Delhi,Electrician,2026-02-09 09:56:42.136085,10-12 PM,729,2.16,6.7,76,Completed,None,4.5,4.7,Returning,UPI,2,Monday,False,1,0
B05476,C6818,P650,Mumbai,Electrician,2026-02-09 10:07:04.240969,6-8 PM,579,2.78,15.3,62,Cancelled,Long Response Time,,4.3,Returning,Cash,2,Monday,False,0,1
B05477,C7701,P292,Hyderabad,Appliance Repair,2026-02-09 10:17:26.345853,10-12 PM,1057,3.57,8.3,132,Completed,None,4.4,4.1,Returning,Cash,2,Monday,False,1,0
B05478,C5994,P262,Delhi,Electrician,2026-02-09 10:27:48.450738,6-8 PM,378,2.4,14.1,77,Completed,None,4.5,4.0,New,Credit Card,2,Monday,False,1,0
B05479,C8489,P152,Delhi,Salon,2026-02-09 10:38:10.555622,2-4 PM,837,7.21,9.8,64,Completed,None,4.8,4.8,Returning,UPI,2,Monday,False,1,0
B05480,C9269,P574,Nagpur,Appliance Repair,2026-02-09 10:48:32.660506,2-4 PM,966,5.97,9.8,124,Completed,None,4.8,3.9,Returning,Cash,2,Monday,False,1,0
B05481,C3831,P273,Pune,Salon,2026-02-09 10:58:54.765390,12-2 PM,824,5.15,8.4,77,Rescheduled,None,,4.8,New,Credit Card,2,Monday,False,0,0
B05482,C3721,P295,Nagpur,Appliance Repair,2026-02-09 11:09:16.870274,6-8 PM,959,1.39,12.3,134,Completed,None,4.8,3.7,Returning,UPI,2,Monday,False,1,0
B05483,C2532,P310,Hyderabad,Electrician,2026-02-09 11:19:38.975159,8-10 AM,592,2.04,10.8,107,Completed,None,4.9,4.4,Returning,Debit Card,2,Monday,False,1,0
B05484,C9429,P889,Pune,Cleaning,2026-02-09 11:30:01.080043,6-8 PM,701,5.35,12.6,85,Completed,None,4.3,4.4,Returning,UPI,2,Monday,False,1,0
B05485,C6253,P799,Mumbai,Electrician,2026-02-09 11:40:23.184927,6-8 PM,476,4.82,12.9,95,Cancelled,Slot Not Available,,4.5,Returning,Credit Card,2,Monday,False,0,1
B05486,C2996,P489,Pune,AC Repair,2026-02-09 11:50:45.289811,2-4 PM,1307,3.14,4.1,111,Completed,None,4.1,3.0,Returning,UPI,2,Monday,False,1,0
B05487,C6311,P407,Nagpur,Appliance Repair,2026-02-09 12:01:07.394695,8-10 PM,932,2.42,13.4,66,Completed,None,4.2,4.4,Returning,Credit Card,2,Monday,False,1,0
B05488,C1277,P556,Pune,AC Repair,2026-02-09 12:11:29.499579,6-8 PM,1491,7.66,10.6,144,Cancelled,Slot Not Available,,4.3,Returning,UPI,2,Monday,False,0,1
B05489,C4089,P430,Nagpur,Cleaning,2026-02-09 12:21:51.604464,12-2 PM,930,3.92,9.4,76,Completed,None,4.2,4.0,Returning,Credit Card,2,Monday,False,1,0
B05490,C1523,P825,Mumbai,Salon,2026-02-09 12:32:13.709348,8-10 PM,916,0.5,12.6,81,Completed,None,4.0,4.9,Returning,UPI,2,Monday,False,1,0
B05491,C5275,P594,Hyderabad,AC Repair,2026-02-09 12:42:35.814232,8-10 AM,1172,6.1,8.9,143,Cancelled,Distance Too Far,,4.6,Returning,Credit Card,2,Monday,False,0,1
B05492,C6365,P428,Bengaluru,Plumbing,2026-02-09 12:52:57.919116,6-8 PM,688,2.17,8.9,66,Completed,None,4.6,4.5,Returning,UPI,2,Monday,False,1,0
B05493,C4122,P128,Delhi,Cleaning,2026-02-09 13:03:20.024000,10-12 PM,661,2.73,6.8,95,Rescheduled,None,,4.4,Returning,UPI,2,Monday,False,0,0
B05494,C9167,P782,Mumbai,AC Repair,2026-02-09 13:13:42.128885,8-10 PM,1184,2.23,13.9,148,Completed,None,4.3,4.1,New,Debit Card,2,Monday,False,1,0
B05495,C6190,P221,Delhi,AC Repair,2026-02-09 13:24:04.233769,8-10 AM,1316,5.78,12.7,80,Cancelled,Distance Too Far,,4.2,Returning,UPI,2,Monday,False,0,1
B05496,C5575,P557,Hyderabad,Electrician,2026-02-09 13:34:26.338653,12-2 PM,479,12.95,13.8,117,Completed,None,3.9,4.8,Returning,Credit Card,2,Monday,False,1,0
B05497,C8727,P517,Hyderabad,Salon,2026-02-09 13:44:48.443537,4-6 PM,855,4.74,13.8,112,Completed,None,4.0,3.9,New,UPI,2,Monday,False,1,0
B05498,C2797,P258,Nagpur,AC Repair,2026-02-09 13:55:10.548421,4-6 PM,1241,1.07,10.9,86,Completed,None,4.8,4.1,New,Credit Card,2,Monday,False,1,0
B05499,C3131,P697,Hyderabad,Salon,2026-02-09 14:05:32.653306,4-6 PM,813,5.32,9.7,47,Completed,None,4.4,4.3,Returning,Credit Card,2,Monday,False,1,0
B05500,C8322,P913,Pune,Plumbing,2026-02-09 14:15:54.758190,6-8 PM,660,2.32,12.9,90,Cancelled,Slot Not Available,,4.0,Returning,Credit Card,2,Monday,False,0,1
B05501,C7500,P615,Mumbai,Electrician,2026-02-09 14:26:16.863074,8-10 AM,534,4.52,7.5,73,Completed,None,4.3,4.0,Returning,Debit Card,2,Monday,False,1,0
B05502,C1815,P101,Mumbai,Plumbing,2026-02-09 14:36:38.967958,4-6 PM,739,2.27,15.8,145,Completed,None,3.9,4.1,Returning,Debit Card,2,Monday,False,1,0
B05503,C9634,P744,Bengaluru,AC Repair,2026-02-09 14:47:01.072842,4-6 PM,1156,6.89,13.3,107,Completed,None,5.0,5.0,Returning,UPI,2,Monday,False,1,0
B05504,C7666,P401,Bengaluru,Plumbing,2026-02-09 14:57:23.177727,10-12 PM,735,4.74,9.2,102,Completed,None,4.3,4.8,New,Credit Card,2,Monday,False,1,0
B05505,C1142,P178,Nagpur,Salon,2026-02-09 15:07:45.282611,4-6 PM,795,6.45,12.9,88,Completed,None,4.2,4.7,New,UPI,2,Monday,False,1,0
B05506,C2410,P758,Delhi,Cleaning,2026-02-09 15:18:07.387495,4-6 PM,604,1.05,8.2,142,Completed,None,4.6,4.0,Returning,UPI,2,Monday,False,1,0
B05507,C1534,P777,Mumbai,Salon,2026-02-09 15:28:29.492379,4-6 PM,1084,2.16,15.9,94,Completed,None,4.4,4.2,New,UPI,2,Monday,False,1,0
B05508,C4364,P414,Nagpur,AC Repair,2026-02-09 15:38:51.597263,12-2 PM,1010,4.85,9.0,73,Completed,None,4.6,4.7,Returning,UPI,2,Monday,False,1,0
B05509,C2032,P849,Mumbai,AC Repair,2026-02-09 15:49:13.702148,2-4 PM,1131,1.21,9.8,107,Rescheduled,None,,4.0,New,UPI,2,Monday,False,0,0
B05510,C4342,P427,Bengaluru,Electrician,2026-02-09 15:59:35.807032,12-2 PM,575,6.12,10.6,107,Completed,None,4.6,4.0,Returning,Credit Card,2,Monday,False,1,0
B05511,C7085,P375,Nagpur,Appliance Repair,2026-02-09 16:09:57.911916,6-8 PM,765,1.35,12.9,151,Cancelled,Slot Not Available,,4.7,Returning,Debit Card,2,Monday,False,0,1
B05512,C5500,P815,Pune,Salon,2026-02-09 16:20:20.016800,4-6 PM,865,2.2,9.4,81,Completed,None,5.0,4.4,Returning,UPI,2,Monday,False,1,0
B05513,C2172,P551,Hyderabad,Cleaning,2026-02-09 16:30:42.121684,10-12 PM,452,4.02,7.8,70,Completed,None,4.8,4.2,Returning,UPI,2,Monday,False,1,0
B05514,C5517,P664,Hyderabad,Cleaning,2026-02-09 16:41:04.226569,4-6 PM,718,1.81,5.6,80,Completed,None,4.9,5.0,New,UPI,2,Monday,False,1,0
